school_id,project_name,school_name,amount,masterlist_status,region,division,legislative_district,ownership_type_preloaded,ownership_type_confirmed,accessibility_rating,buildable_space_dimensions,has_buildable_space
136423,"Construction of Six (6) Storey - Twenty Four (24) School Building, Mariano Ponce Elementary School, Tondo, Manila",Mariano Ponce Elementary School,252156000,Found in masterlist,NCR,Manila,Manila 2nd,NULL,Transfer Certificate of Title (TCT),4- Highly Accessible,50m x 14m ,YES
136751,"CONSTRUCTION OF SIX (6) STOREY - TWENTY-FOUR (24) CLASSROOM SCHOOL BUILDING, PINAGLABANAN ELEMENTARY SCHOOL, SAN JUAN CITY",Pinaglabanan ES,108000000,Found in masterlist,NCR,City of San Juan,City of San Juan Lone,Tax Dec,Transfer Certificate of Title (TCT),3- Accessible,NULL,YES
305447,"Malabon NHS, 4 storey, 12 classrooms",Malabon National High School,82000000,Found in masterlist,NCR,Malabon City,Malabon City Lone,TD,Tax Declaration (TD),3- Accessible,NULL,YES
300766,"Prenza NHS, Marilao, Bulacan, 4STY 20CL",Prenza NHS,77000000,Found in masterlist,Region III,Bulacan,Bulacan 4th,NULL,Transfer Certificate of Title (TCT),4- Highly Accessible,57 x 12,YES
305891,"4STY20CL TAGUM CITY REGIONAL ACADEMY FOR SENIOR HIGH SCHOOL, TAGUM CITY, DAVAO del NORTE School ID: 305891",Tagum City Regional Academy for Senior High School,70500000,Found in masterlist,Region XI,Tagum City,Davao Del Norte 1st,NULL,Transfer Certificate of Title (TCT),4- Highly Accessible,54m x 9.5m,YES
135623,"CONSTRUCTION OF 4-STOREY, 20-CLASSROOM SCHOOL BUILDING WITH SITE ADAPTATION AT BUYAGAN ELEMENTARY SCHOOL, LA TRINIDAD, BENGUET (SCHOOL ID: 135623)",Buyagan ES,70000000,Found in masterlist,CAR,Benguet,Benguet Lone,Special Patent (SP),Special Patent (SP),4- Highly Accessible,60 X 15,YES
109730,"Construction of 4STY20CL School Building, Dalahican Elementary School, Brgy. Dalahican, Lucena City",Dalahican Elementary School,67820000,Found in masterlist,Region IV-A,Lucena City,Quezon 2nd,NULL,Tax Declaration (TD),4- Highly Accessible,NULL,YES
104552,"Construction of Four (4) Storey Sixteen (16) Classroom School Building, Balanga Elementary School, Brgy Talisay, City of Balanga, Bataan",Balanga Elementary School,64000000,Found in masterlist,Region III,Balanga City,Bataan 2nd,TCT,Transfer Certificate of Title (TCT),4- Highly Accessible,49 x 15,YES
105152,"Construction of 3 storey - 12 classroom school building at J.J. Serapio E/S (Catmon E/S) at Sta. Maria, Bulacan - school ID:105152",Jose Juan Serapio ES (Catmon ES),63000000,Found in masterlist,Region III,Bulacan,Bulacan 6th,NULL,Tax Declaration (TD),4- Highly Accessible,48 x 12,YES
104925,"Pajo ES, City of Meycauayan - 4STY16CL ",Pajo ES,62000000,Found in masterlist,Region III,Meycauayan City,Bulacan 4th,DONATION,Deed of Donation (DOD),4- Highly Accessible,50 x 20,YES
104904,"Lambakin ES, Municipality of Marilao - 4ST 16CL",Lambakin ES,62000000,Found in masterlist,Region III,Bulacan,Bulacan 4th,DOD,Transfer Certificate of Title (TCT),4- Highly Accessible,25 x 12,YES
345214,Obando Senior High School - 4ST 16CL,Obando Senior High School,62000000,Found in masterlist,Region III,Bulacan,Bulacan 4th,DOD,Tax Declaration (TD),4- Highly Accessible,48 x 12,YES
109742,"Lucena West I Elementary
School, Lucena City 4STY20CL",Lucena West I Elementary School,61700000,Found in masterlist,Region IV-A,Lucena City,Quezon 2nd,NULL,Tax Declaration (TD),4- Highly Accessible,NULL,YES
501208,Dampalit Integrated School Building Construction,Dampalit IS,60000000,Found in masterlist,NCR,Malabon City,Malabon City Lone,TD,Tax Declaration (TD),3- Accessible,NULL,YES
136594,"Constrution of 6-Storey, 18-Classroom School Building at Maricaban Elementary School, Barangay 179 Zone 19 and its vicinity, Pasay City",Maricaban Elementary School,60000000,Found in masterlist,NCR,Pasay City,Pasay City Lone,NULL,Transfer Certificate of Title (TCT),4- Highly Accessible,NULL,YES
502655,"CONSTRUCTION OF SIX (6) STOREY - TWENTY FOUR (24) CLASSROOM SCHOOL BUILDING, KABAYANAN INTEGRATED SCHOOL (PHASE 1), SAN JUAN CITY",Kabayanan Integrated School,60000000,Found in masterlist,NCR,City of San Juan,City of San Juan Lone,TCT,Transfer Certificate of Title (TCT),3- Accessible,NULL,YES
502655,"CONSTRUCTION OF SIX (6) STOREY - TWENTY-FOUR (24) CLASSROOM SCHOOL BUILDING, KABAYANAN INTEGRATED SCHOOL (PHASE 2), SAN JUAN CITY",Kabayanan Integrated School,60000000,Found in masterlist,NCR,City of San Juan,City of San Juan Lone,TCT,Transfer Certificate of Title (TCT),3- Accessible,NULL,YES
300028,"Construction of a 4-storey-16 Classroom School Building, San Nicolas National High School, Brgy. 24 Sta Monica, San Nicolas Ilocos Norte",San Nicolas NHS,60000000,Found in masterlist,Region I,Ilocos Norte,Ilocos Norte 2nd,TCT / OCT,Transfer Certificate of Title (TCT),4- Highly Accessible,58 x 15,YES
502344,"Construction of Four (4) Storey, Sixteen (16) Classrooms in Cupang Integrated School, Barangay Cupang Proper, City of Balanga, Bataan School ID: 502344",Cupang Integrated School,60000000,Found in masterlist,Region III,Balanga City,Bataan 2nd,TCT,Transfer Certificate of Title (TCT),4- Highly Accessible,49 x 15,YES
107962,"Construction of 4-Storey 16-Classroom School Building in Navarro Elementary School, Barangay Navarro, General Trias City, Cavite",Navarro Elementary School,60000000,Found in masterlist,Region IV-A,General Trias City,Cavite 6th,TCT / OCT,Transfer Certificate of Title (TCT),4- Highly Accessible,40m x 10m,YES
119902,"Construction of 4-Storey, 12-Classroom School Building at Pulangbato Elementary School, Brgy. Pulangbato, Cebu City",Pulangbato ES,60000000,Found in masterlist,Region VII,Cebu City,Cebu City 1st,NULL,Tax Declaration (TD),4- Highly Accessible,37 x 10,YES
120001,"Construction of 4-Storey, 20-Classroom School Building at Opao Elementary School, Barangay Opao, Mandaue City (School ID: 120001)",Opao Elementary School,60000000,Found in masterlist,Region VII,Mandaue City,Mandaue City Lone,DOD,Tax Declaration (TD),4- Highly Accessible,62 x 11/        49 x 10,YES
213501,"Construction of a 4-storey, 20-classroom School Building at Surigao City Special Science Elementary School, Barangay Luna, Surigao City",Surigao City Special Science Elementary School,60000000,Found in masterlist,CARAGA,Surigao City,Surigao Del Norte 2nd,NULL,DOD,4- Highly Accessible,2 - 35 x 12,YES
103822,"Construction of 12CL-3 Storey, Santiago West Central School, Santiago City, Isabela",Santiago East Central School,58995000,Found in masterlist,Region II,Santiago City,Isabela 4th,NULL,Transfer Certificate of Title (TCT),4- Highly Accessible,NULL,YES
502873,"Construction of 4-storey 20-classroom Building at Francisca Tirona Benitez Integrated School, Brgy. Malagasang, Imus, Cavite",Francisca Tirona Benitez Integrated School,55000000,Found in masterlist,Region IV-A,Imus City,Cavite 3rd,NULL,Tax Declaration (TD),4- Highly Accessible,"37 x 10
37 x 10",YES
108237,"Construction of Bigaa ES, Cabuyao, Laguna 2nd District ",Bigaa ES,55000000,Found in masterlist,Region IV-A,Cabuyao City,Laguna 2nd,SP,Special Patent (SP),4- Highly Accessible,29 x 20,YES
300732,"Construction of  4 STY 20CL San Ildefonso National High School, San Ildefonso, Bulacan",San Ildefonso National High School,53300000,Found in masterlist,Region III,Bulacan,Bulacan 3rd,NULL,Presidential  Proclamation (PP),4- Highly Accessible,57 x 12,YES
108677,"Dolores Central School, Dolores 4STY16CL",Dolores Central School,51600000,Found in masterlist,Region IV-A,Quezon,Quezon 2nd,SP,Special Patent (SP),3- Accessible,6 x 7,YES
105158,"Construction of 3 storey - 9 classroom school building at Parada E/S at Sta. Maria, Bulacan - school ID:105158",Parada ES,50000000,Found in masterlist,Region III,Bulacan,Bulacan 6th,NULL,Transfer Certificate of Title (TCT),4- Highly Accessible,57 x 12,YES
105164,"Construction of 3 storey - 9 classroom school building at San Vicente Elementary School at San Vicente, Santa Maria, Bulacan - school ID:105164",San Vicente Elementary School,50000000,Found in masterlist,Region III,Bulacan,Bulacan 6th,NULL,Tax Declaration (TD),4- Highly Accessible,57 x 12,YES
105144,"Construction of 3 Storey - 9 classroom school building at Cornelia M. De Jesus Memorial Central School at Barangay Pulong Buhangin, Santa Maria, Bulacan - school ID:105144",CORNELIA M. DE JESUS MEMORIAL CENTRAL SCHOOL,50000000,Found in masterlist,Region III,Bulacan,Bulacan 6th,NULL,Deed of Sale (DOS),4- Highly Accessible,57 x 12,YES
137064,"Construction of 3 storey - 9 classroom school building at Caimino E/S at Bitungol, Norzagaray, Bulacan - school ID:137064",Caimino Elementary School,50000000,Found in masterlist,Region III,Bulacan,Bulacan 6th,TD,Transfer Certificate of Title (TCT),4- Highly Accessible,48 x 12,YES
158532,"Construction of 3 storey - 9 classroom school building at Bigte E/S at Barangay Bigte, Norzagaray, Bulacan - school ID:158532",Bigte Elementary School,50000000,Found in masterlist,Region III,Bulacan,Bulacan 6th,NULL,Transfer Certificate of Title (TCT),4- Highly Accessible,57 x 12,YES
106120,"TWO (2) STOREY BUILDING WITH 8 CLASSROOMS AT CAMIAS ELEMENTARY SCHOOL , MAGALANG, PAMPANGA",Camias Elementary School,50000000,Found in masterlist,Region III,Pampanga,Pampanga 1st,NULL,Transfer Certificate of Title (TCT),4- Highly Accessible,25 X 12,YES
135513,"Construction of 3-Storey, 8-Classroom School Building with 2 Laboratories with Site Adaptation at Tuding Elementary School, Tuding, Itogon, Benguet (School ID: 135513)",Tuding ES,48300000,Found in masterlist,CAR,Benguet,Benguet Lone,Presidential  Proclamation (PP),Presidential  Proclamation (PP),4- Highly Accessible,51 X 15,YES
305376,"Construction of 4STY12CL, Amparo High School, Caloocan City",Amparo High School,48000000,Found in masterlist,NCR,Caloocan City,Caloocan City 3rd,TCT / OCT under LGU,Transfer Certificate of Title (TCT),4- Highly Accessible,NULL,YES
500482,"4sty 12cl Lingsat Integrated School, San Fernando City, La Union (ID500482)",Lingsat Integrated School,48000000,Found in masterlist,Region I,San Fernando City,La Union 1st,NULL,Tax Declaration (TD),4- Highly Accessible,60 x 12,YES
135050,"Construction of 2-Storey, 6-Classroom School Building, Baquero Elementary School, Licuan-Baay, Abra ",Baquero ES,48000000,Found in masterlist,CAR,Abra,Abra Lone,Presidential  Proclamation (PP),Presidential  Proclamation (PP),3- Accessible,NULL,YES
305129,"CONSTRUCTION OF 4-STOREY, 12-CLASSROOM WITH 2 LABORATORIES AT ATOK NATIONAL HIGH SCHOOL, ATOK, BENGUET (SCHOOL ID: 305129)",Atok National High School,48000000,Found in masterlist,CAR,Benguet,Benguet Lone,Tax Declaration (TD),Tax Declaration/ Deed of Donation,4- Highly Accessible,51 X 15,YES
300905,"Construction of School Building, Don Jesus Gonzales High School, Pandacaqui, Mexico, Pampanga",Don Jesus Gonzales High School,48000000,Found in masterlist,Region III,Pampanga,Pampanga 3rd,NULL,Tax Declaration (TD),4- Highly Accessible,60 X 12,YES
105471,"Construction of School Building, San Fernando Elementary School, City of San Fernando, Pampanga",San Fernando Elementary School,48000000,Found in masterlist,Region III,Nueva Ecija,Nueva Ecija 3rd,TD,Tax Declaration (TD),3- Accessible,56 x 7,YES
500965,"Saluysoy Integrated School, City of Meycauayan - 4STY 12CL",Saluysoy Integrated School,46500000,Found in masterlist,Region III,Meycauayan City,Bulacan 4th,TAX DECLARATION,Usufruct,4- Highly Accessible,46 X 11,YES
500967,"Malhacan IS, City of Meycauayan - 4STY12CL",Malhacan Integrated School,46500000,Found in masterlist,Region III,Meycauayan City,Bulacan 4th,USUFRUCT,Usufruct,4- Highly Accessible,51 x 11.7,YES
502173,"Construction of 3-Storey, 12-Classroom School Building at Ballay Integrated School, Ballay, Kabayan, Benguet (School ID: 502173)",Ballay Integrated School,46200000,Found in masterlist,CAR,Benguet,Benguet Lone,Tax Declaration (TD),Tax Declaration/ Deed of Donation,3- Accessible,51 X 15,YES
104923,"Construction of 4STY 12 CL, Libtong ES, Meycauayan City, Bulacan",Libtong Elementary School,46200000,Found in masterlist,Region III,Meycauayan City,Bulacan 4th,USUFRUCT,Usufruct,4- Highly Accessible,44 X 18,YES
501951,"CONSTRUCTION OF 3-STOREY, 15-CLASSROOM SCHOOL BUILDING WITH SITE ADAPTATION AT KIWAS INTEGRATED SCHOOL, TUBA, BENGUET (SCHOOL ID: 501951)",Kiwas Integrated School,45000000,Found in masterlist,CAR,Benguet,Benguet Lone,Tax Declaration (TD),Tax Declaration/ Deed of Donation,4- Highly Accessible,58 X 15,YES
135624,"Construction of 3-Storey, 12-Classrooms with Site Adaptation at La Trinidad CS, La Trinidad, Benguet (School ID: 135624)",La Trinidad CS,45000000,Found in masterlist,CAR,Benguet,Benguet Lone,Tax Declaration (TD),Tax Declaration (TD),4- Highly Accessible,48 X 15,YES
104729,"Construction of School Building,Burol 1St Elementary School, Balagtas, 4STL/16CL, Burol, Balagtas, Bulacan",Burol 1St ES,45000000,Found in masterlist,Region III,Bulacan,Bulacan 5th,TD,Transfer Certificate of Title (TCT),4- Highly Accessible,48 x 12,YES
158539,"Construction of School Building, Pandi Residences Elementary School, Pandi Residences 1, 4STL/16CL, Mapulang Lupa, Pandi, Bulacan",Pandi Residences Elementary School,45000000,Found in masterlist,Region III,Bulacan,Bulacan 5th,TCT / OCT,Transfer Certificate of Title (TCT),4- Highly Accessible,57 x 12,YES
300723,"Construction of  4 STY 16CL Laura De Leon Halili High School, Doña Remedios Trinidad, Bulacan",LAURA DE LEON HALILI HIGH SCHOOL,42600000,Found in masterlist,Region III,Bulacan,Bulacan 3rd,NULL,Transfer Certificate of Title (TCT),4- Highly Accessible,48 x 12,YES
501759,"CONSTRUCTION OF 3-STOREY, 12-CLASSROOM SCHOOL BUILDING AT BAD-AYAN INTEGRATED SCHOOL, BUGUIAS, BENGUET (SCHOOL ID: 501759)",Bad-ayan Integrated School,42000000,Found in masterlist,CAR,Benguet,Benguet Lone,Tax Declaration (TD),Tax Declaration (TD),3- Accessible,51 X 15,YES
303174,"Construction of 12-Classroom School Building Project in Bankal National High School, Brgy. Bankal",Bankal National High School,42000000,Found in masterlist,Region VII,Lapu-Lapu City,Lapu-Lapu City Lone,NULL,Tax Declaration (TD),4- Highly Accessible,60 x 14,YES
303178,"Construction of 12-Classroom School Building Project in Mactan National High School, Brgy. Mactan",Mactan National High School,42000000,Found in masterlist,Region VII,Lapu-Lapu City,Lapu-Lapu City Lone,NULL,Tax Declaration (TD),4- Highly Accessible,55 x 14,YES
103822,"Construction of 8CL-2-Storey, 1CL-Single, Santiago East Central School, Santiago City, Isabela",Santiago East Central School,41850000,Found in masterlist,Region II,Santiago City,Isabela 4th,NULL,Transfer Certificate of Title (TCT),4- Highly Accessible,NULL,YES
300599,"Construction of 9CL-3Storey, Santiago City National High School, Santiago CIty, Isabela",Santiago City National High School,41040000,Found in masterlist,Region II,Santiago City,Isabela 4th,TD,Transfer Certificate of Title (TCT),4- Highly Accessible,NULL,YES
502622,"CONSTRUCTION OF 3-STOREY, 6-CLASSROOM SCHOOL BUILDING WITH 2 LABORATORY ROOMS AT KABAYAN CENTRAL INTEGRATED SCHOOL",Kabayan Central Integrated School,40000000,Found in masterlist,CAR,Benguet,Benguet Lone,Presidential  Proclamation (PP),Presidential  Proclamation (PP),4- Highly Accessible,51 X 15,YES
135635,"CONSTRUCTION OF 3-STOREY, 11-CLASSROOM, 1 ICT LAB, 1 SCIENCE LAB AT WANGAL INTEGRATED SCHOOL, LA TRINIDAD, BENGUET",Wangal ES,40000000,Found in masterlist,CAR,Benguet,Benguet Lone,Tax Declaration (TD),Tax Declaration (TD),4- Highly Accessible,51 X 15,YES
305126,"CONSTRUCTION OF 3-STOREY, 6-CLASSROOM SCHOOL BUILDING WITH SITE ADAPTATION AT AMPUCAO NATIONAL HIGH SCHOOL, ITOGON, BENGUET (SCHOOL ID: 305126)",Ampucao National High School,40000000,Found in masterlist,CAR,Benguet,Benguet Lone,NULL,Contract of Usufruct,4- Highly Accessible,29 X 14,YES
135517,"Construction of 2-Storey, 12-Classrooms with Site Adaptation at Balatoc Elementary School, Itogon, Benguet (School ID: 135517)",Balatoc Elementary School,40000000,Found in masterlist,CAR,Benguet,Benguet Lone,NULL,Contract of Usufruct,3- Accessible,69 X 15,YES
502345,"Construction of Three (3) Storey, Nine (9) Classroom School Building at Cataning Integrated School, Barangay Cataning, City of Balanga, Bataan",Cataning Integrated School,40000000,Found in masterlist,Region III,Balanga City,Bataan 2nd,TCT,Transfer Certificate of Title (TCT),4- Highly Accessible,49 x 15,YES
300769,"Construction of Four (4)- Storey Twelve (12)-Classroom Building at Caniogan High School, Calumpit, Bulacan",Caniogan High School,40000000,Found in masterlist,Region III,Bulacan,Bulacan 1st,DOD,Tax Declaration (TD),3- Accessible,39 x 12,YES
104771,"Construction School Building, Turo Elementary School, Turo, Bocaue, Bulacan",Turo Elementary School,40000000,Found in masterlist,Region III,Bulacan,Bulacan 5th,DOD,Deed of Donation (DOD),4- Highly Accessible,48 x 12,YES
300866,"One (1) - 2 Story 10 Classroom Building Talugtug National High School, Municipality of Talugtug, Nueva Ecija ",Talugtug National High School,40000000,Found in masterlist,Region III,Nueva Ecija,Nueva Ecija 2nd,TCT / OCT,Transfer Certificate of Title (TCT),4- Highly Accessible,9m x 8m & 9m x 7m,YES
230005,"Construction of Four (4) Storey-Twelve(12) Classroom, Mambugan II Elementary School, Barangay Mambugan, Antipolo City",Mambugan II ES,40000000,Found in masterlist,Region IV-A,Antipolo City,Antipolo City 1st,DOD,Deed of Donation (DOD),3- Accessible,10x40,YES
107989,"Construction of 4-storey 12-classroom Building at Tinabunan Elementary School, Brgy. Pag Asa, Imus, Cavite",Tinabunan ES,40000000,Found in masterlist,Region IV-A,Imus City,Cavite 3rd,NULL,Tax Declaration (TD),4- Highly Accessible,46 x 10,YES
126100,"4 STY 12 CL CAWIT ES, BRGY. CAWIT, ZAMBOANGA CITY",Cawit ES,40000000,Found in masterlist,Region IX,Zamboanga City,Zamboanga City 1st,DOD,Deed of Donation (DOD),4- Highly Accessible,40x15,YES
304005,"Construction of 2 Storey School Building, Lanao del Norte National Comprehensive High School, Municipality of Baroy, Lanao del Norte",Lanao del Norte NCHS,40000000,Found in masterlist,Region X,Lanao del Norte,Lanao Del Norte 1st,SP,SPECIAL PATENT,4- Highly Accessible,55m x 12m,YES
304328,"Construction of 2 Storey -  10 Classroom School Building in Davao Oriental Regional Science High School, Barangay Dahican, City of Mati, Davao Oriental",Davao Oriental Regional Science High School,38000000,Found in masterlist,Region XI,Mati City,Davao Oriental 2nd,DOD-waiting for Title to be released,Deed of Donation (DOD),4- Highly Accessible,60x15,YES
318901,"CONSTRUCTION OF 3-STOREY, 5-CLASSROOM SCHOOL BUILDING WITH 2 LABORATORIES AT DACLAN NATIONAL HIGH SCHOOL, BOKOD, BENGUET",Daklan National High School,37000000,Found in masterlist,CAR,Benguet,Benguet Lone,Transfer Certificate of Title (TCT), TCT/ Contract of Usufruct,4- Highly Accessible,51 X 15,YES
136593,"Construction of 3 Storey-9 Classroom School Building, Kalayaan Elementary School, Brgy. Bagong Silang, Caloocan City ",Kalayaan ES,36000000,Found in masterlist,NCR,Pasay City,Pasay City Lone,NULL,Transfer Certificate of Title (TCT),4- Highly Accessible,NULL,YES
136751,"CONSTRUCTION OF SIX (6) STOREY - TWENTY-FOUR (24) CLASSROOM SCHOOL BUILDING, PINAGLABANAN ELEMENTARY SCHOOL, SAN JUAN CITY (PHASE 2/COMPLETION)",Pinaglabanan ES,36000000,Found in masterlist,NCR,City of San Juan,City of San Juan Lone,Tax Dec,Transfer Certificate of Title (TCT),3- Accessible,NULL,YES
300043,"Construction of 3 Storey 9 Classroom Building, Cabugao  National High School, Cabuga, Ilocos Sur",Cabugao National High School,36000000,Found in masterlist,Region I,Ilocos Sur,Ilocos Sur 1st,NULL,Deed of Sale (DOS),4- Highly Accessible,43 X 18,YES
502168,"CONSTRUCTION OF 3-STOREY, 9-CLASSROOM SCHOOL BUILDING WITH SITE ADAPTATION AT MOGAO INTEGRATED SCHOOL, MANKAYAN, BENGUET (SCHOOL ID:502168)",Mogao Integrated School,36000000,Found in masterlist,CAR,Benguet,Benguet Lone,Deed of Donation (DOD),Deed of Donation (DOD),3- Accessible,42 X 15,YES
105334,"Construction of Eight Classroom School Building, Gapan South Central School, Gapan City, Nueva Ecija",Gapan South CS,36000000,Found in masterlist,Region III,Gapan City,Nueva Ecija 4th,DOD,Deed of Donation (DOD),4- Highly Accessible,55mx12m,YES
306908,"Construction of School Building, Diosdado Macapagal High School, Pandacaqui, Mexico, Pampanga",Diosdado Macapagal HS,36000000,Found in masterlist,Region III,Pampanga,Pampanga 3rd,NULL,Deed of Donation (DOD),4- Highly Accessible,60 X 12,YES
303636,"Construction of 3-storey 12 Classroom Building, Tominamos Integrated School, Brgy. Tominamos, Santa Rita, Samar",Tominamos Integrated School,36000000,Found in masterlist,Region VIII,Samar (Western Samar),Western Samar 2nd,DEED OF SALE,Deed of Sale (DOS),4- Highly Accessible,NULL,YES
106868,"Construction of 2 STY Science Building, Castillejos, Zambales (Villaflor Elementary School)",Villaflor Elementary School,35000000,Found in masterlist,Region III,Zambales,Zambales 1st,NULL,LGU,4- Highly Accessible,55 X 10,YES
104932,Calvario ES - 3ST 9CL,Calvario Elementary School,34650000,Found in masterlist,Region III,Meycauayan City,Bulacan 4th,USUFRUCT,Usufruct,4- Highly Accessible,39.14 x 10.2,YES
300988,"Construction of 4 Storey – 8 Classroom at San Manuel High School at Brgy. San Manuel, Tarlac City",San Manuel National High School,34300000,Found in masterlist,Region III,Tarlac City,Tarlac 2nd,TCT / OCT,Transfer Certificate of Title (TCT),4- Highly Accessible,53 x 13,YES
124204,"Construction 2 storey 10 classroom, Curva Elementary School, Brgy. Curva, Ormoc City",Curva Elementary School,33000000,Found in masterlist,Region VIII,Ormoc City,Leyte 4th,DOD,Deed of Donation (DOD),3- Accessible,NULL,YES
305381,"Construction of 4-Storey 8-Classroom School Building, Bagong Silang High School",Bagong Silang High School,32000000,Found in masterlist,NCR,Caloocan City,Caloocan City 1st,DODA/ TCT,Deed of Donation (DOD),4- Highly Accessible,NULL,YES
501756,"Construction of 2 Storey, 6 Classroom School Building, Cadaclan Integrated School, Cadaclan, Calanasan",CADACLAN INTEGRATED SCHOOL,32000000,Found in masterlist,CAR,Apayao,Apayao Lone,NULL,Tax Declaration (TD),3- Accessible,45 X 17.5,YES
103707,"Construction of 2-Storey 8-Classroom, San Isidro West Central School, San Isidro, Isabela",San Isidro West Central School,32000000,Found in masterlist,Region II,Isabela,Isabela 6th,DOD,Deed of Donation (DOD),3- Accessible,50 X 20,YES
502028,"Construction of three (3) Storey Twelve(12) Classroom School building, Bani Integrated School, Brgy Cataning, Balanga City, Bataan",Bani Integrated School,32000000,Found in masterlist,Region III,Balanga City,Bataan 2nd,TCT,Transfer Certificate of Title (TCT),4- Highly Accessible,49 x 15,YES
104485,"Construction of two (2) Storey eight(8) Classroom School building, M. P. Cuaderno Sr. Memorial Elementary School,Brgy Sibacan, Balanga City, Bataan",Marcos R. Necesito Sr. Memorial ES,32000000,Found in masterlist,Region III,Aurora,Aurora Lone,TCT,Transfer Certificate of Title (TCT),4- Highly Accessible,45 X 12,YES
502343,"Construction of two (2) Storey eight(8) Classroom School building, Tanato Integrated School, Brgy Tanato, Balanga City, Bataan",Tanato Integrated School,32000000,Found in masterlist,Region III,Balanga City,Bataan 2nd,Presidential Proclamation,Presidential  Proclamation (PP),4- Highly Accessible,27 x 15,YES
104682,"Construction of two (2) Storey eight(8) Classroom School building, Arellano Elementary School,Brgy Daan Bilolo, Orion, Bataan",Arellano Elementary School,32000000,Found in masterlist,Region III,Bataan,Bataan 2nd,TCT / OCT,Transfer Certificate of Title (TCT),3- Accessible,NULL,YES
501077,"Construction of 2STY6CL at Magatos IS, Magatos, Asuncion, Davao del Norte",Magatos Integrated School,31935000,Found in masterlist,Region XI,Davao del Norte,Davao Del Norte 1st,NULL,Tax Declaration (TD),4- Highly Accessible,10m x 60 m,YES
500849,Construction of a 2-Storey and 6-Classrooms (2STY6CL) School Building at the Macgum Integrated School (School ID No. 500849),Macgum Integrated School,31635000,Found in masterlist,Region XI,Davao del Norte,Davao Del Norte 1st,NULL,Original Certificate of Title (OCT),3- Accessible,10m X 30m,YES
104919,"Camalig ES, City of Meycauayan - 4STY 8CL",Camalig ES,31000000,Found in masterlist,Region III,Meycauayan City,Bulacan 4th,TD,Usufruct,4- Highly Accessible,48 x 11.52,YES
104931,"Bayugo ES, City of Meycauayan - 4STY 8CL",Bayugo ES,31000000,Found in masterlist,Region III,Meycauayan City,Bulacan 4th,TD,Tax Declaration (TD),3- Accessible,19.2 x 9.5,YES
300763,"Obando NHS, Municipality of Obando - 4ST 8CL",Obando NHS,31000000,Found in masterlist,Region III,Bulacan,Bulacan 4th,DOD,Deed of Donation (DOD),4- Highly Accessible,25 x 12,YES
501494,"Construction of 2STY8CL, Andres S. Ravena Integrated School, Estancia, Iloilo",Andres S. Ravena  Integrated School,31000000,Found in masterlist,Region VI,Iloilo,Iloilo 5th,NULL,Transfer Certificate of Title (TCT),3- Accessible,15 x 37/ 15x28,YES
136415,"New Constuction of School Building, Manuel A. Roxas Elementary School, Brgy. Sto. Rosario Valley, Baguio City, Benguet-School ID 136415; No. of Classrooms 8",Manuel A. Roxas Elementary School,30000000,Found in masterlist,CAR,Baguio City,Baguio City Lone,PP,Tax Declaration (TD),3- Accessible,23x10,YES
104551,"Construction of Four (4) Storey Eight(8) Classroom School Building, Bagong Silang ES, Brgy Bagong Silang, City of Balanga, Bataan",Bagong Silang Elementary School,30000000,Found in masterlist,Region III,Balanga City,Bataan 2nd,TCT,Transfer Certificate of Title (TCT),4- Highly Accessible,27 x 15,YES
501138,Construction of 4STY 16CL School Building at Meycauayan West Central Integrated School,Meycauayan West Central Integrated School,30000000,Found in masterlist,Region III,Meycauayan City,Bulacan 4th,USUFRUCT,Usufruct,4- Highly Accessible,40 x 12,YES
500965,Construction of 4STY 16CL School Building at Saluysoy Integrated School,Saluysoy Integrated School,30000000,Found in masterlist,Region III,Meycauayan City,Bulacan 4th,TAX DECLARATION,Usufruct,4- Highly Accessible,46 X 11,YES
104734,Marciano C. Rivera Elementary School (104734) - 4STY12CL,M.C. Rivera ES,30000000,Found in masterlist,Region III,Bulacan,Bulacan 5th,TCT / OCT,Tax Declaration (TD),4- Highly Accessible,48 x 12,YES
104982,Masuso Elementary School (104982) - 4STY12CL,Masuso Elementary School,30000000,Found in masterlist,Region III,Bulacan,Bulacan 5th,NULL,Tax Declaration (TD),4- Highly Accessible,39 x 12,YES
306714,Construction of 3 Storey-6 Classroom School Building at Catmon National High School School ID: 306714,Catmon National High School,30000000,Found in masterlist,Region III,Bulacan,Bulacan 6th,TD,Deed of Donation (DOD),4- Highly Accessible,57 x 12,YES
104959,Construction of 3 Storey-6 Classroom School Building at T.P. Policarpio Elementary School (Minuyan ES) School ID: 104959,T.P. Policarpio ES (Minuyan ES),30000000,Found in masterlist,Region III,Bulacan,Bulacan 6th,TCT / OCT,Tax Declaration (TD),4- Highly Accessible,57 x 12,YES
158538,"Construction of Schoolbuilding, Bocaue Hills Elementary School, Batia, Bocaue, Bulacan",Bocaue Hills Elementary School,30000000,Found in masterlist,Region III,Bulacan,Bulacan 5th,TD,Transfer Certificate of Title (TCT),4- Highly Accessible,25 x 12,YES
158528,"Construction of Schoolbuilding, Northville V Elementary School, Batia, Bocaue, Bulacan",Northville V Elementary School,30000000,Found in masterlist,Region III,Bulacan,Bulacan 5th,TCT / OCT,Transfer Certificate of Title (TCT),4- Highly Accessible,25 x 12,YES
