school_id,project_name,school_name,amount,masterlist_status,region,division,legislative_district,ownership_type_preloaded,ownership_type_confirmed,accessibility_rating,buildable_space_dimensions,has_buildable_space
106613,"Construction of 1-Storey, 2-Classroom Building in Serrano Elementary School, Barangay Coral, Municipality of Ramos, Province of Tarlac",Serrano ES,6000000,Found in masterlist,Region III,Tarlac,Tarlac 1st,NULL,Usufruct,4- Highly Accessible,25x10,YES
500734,"Construction of 1-Storey, 2-Classroom Building in Pacpaco Integrated School, Barangay Pacpaco, Municipality of San Manuel, Province of Tarlac",Pacpaco Integrated School,6000000,Found in masterlist,Region III,Tarlac,Tarlac 1st,NULL,TCT,4- Highly Accessible,8x8.5,YES
114147,"Construction of 1STY-2CL, Mabini Elementary School, Donsol, Sorsogon",Mabini ES,6000000,Found in masterlist,Region V,Sorsogon,Sorsogon 1st,NULL,Tax Declaration (TD),3- Accessible,23 X 11,YES
114366,"Construction of 1STY-2CL, Cabiguan Elementary School, Pilar, Sorsogon",Cabiguan ES,6000000,Found in masterlist,Region V,Sorsogon,Sorsogon 1st,TD,Deed of Donation (DOD),3- Accessible,28 X 11,YES
115307,"Construction of One (1) Unit, 1-Storey, 2-Classroom in Sido-San Juan Elementary School",Sido-San Juan ES,6000000,Found in masterlist,Region VI,Antique,Antique Lone,NULL,Tax Declaration (TD),4- Highly Accessible,NULL,YES
115383,"Construction of One (1) Unit, 1-Storey, 2-Classroom in Paciencia Elementary School",Paciencia ES,6000000,Found in masterlist,Region VI,Antique,Antique Lone,NULL,Special Patent (SP),3- Accessible,NULL,YES
115082,"Construction of One (1) Unit, 1STY2CL in Bongbongan ES, Brgy. Bongbongan III, Municipality of Hamtic, Province of Antique.",Bongbongan ES,6000000,Found in masterlist,Region VI,Antique,Antique Lone,NULL,Deed of Sale (DOS),3- Accessible,NULL,YES
116682,"Construction of One (1) Unit, 1STY2CL in Dugman Elementary School, Brgy. Tono-an, Municipality of Bugasong, Province of Antique.",Dugman ES,6000000,Found in masterlist,Region VI,Iloilo,Iloilo 5th,NULL,Deed of Donation (DOD),3- Accessible,15 x 18,YES
302380,"Construction of One (1) Unit, 1STY2CL in Sta. Ana NHS, Brgy. Sta. Ana, Municipality of Pandan, Province of Antique.",Sta. Ana NHS,6000000,Found in masterlist,Region VI,Antique,Antique Lone,DOD,Deed of Donation (DOD),3- Accessible,NULL,YES
114967,"Construction of One (1) Unit, 1STY2CL in Magtulis ES, Brgy. Magtulis, Municipality of Barbaza, Province of Antique.",Magtulis ES,6000000,Found in masterlist,Region VI,Antique,Antique Lone,SP,Special Patent (SP),3- Accessible,NULL,YES
115155,"Construction of One (1) Unit, 1STY2CL in Luhod-Bayang ES, Brgy. Luhod-Bayang , Municipality of Pandan, Province of Antique.",Luhod-Bayang ES,6000000,Found in masterlist,Region VI,Antique,Antique Lone,NULL,Deed of Donation (DOD),3- Accessible,NULL,YES
115097,"Construction of One (1) Unit, 1STY2CL in Severo Osunero ES, Brgy. Banawon, Municipality of Hamtic, Province of Antique.",Severo Osunero ES,6000000,Found in masterlist,Region VI,Antique,Antique Lone,TD,Tax Declaration (TD),4- Highly Accessible,NULL,YES
115082,"Construction of One (1) Unit, 1STY2CL in Bongbongan I ES, Brgy. Bongbongan I, Municipality of Sibalom, Province of Antique.",Bongbongan ES,6000000,Found in masterlist,Region VI,Antique,Antique Lone,NULL,Deed of Sale (DOS),3- Accessible,NULL,YES
115127,"Construction of One (1) Unit, 1STY2CL in Bulanao Elementary School, Brgy. Cubay, Municipality of Libertad, Province of Antique.",Bulanao Elementary School,6000000,Found in masterlist,Region VI,Antique,Antique Lone,NULL,Tax Declaration (TD),4- Highly Accessible,NULL,YES
115282,"Construction of One (1) Unit, 1STY2CL in Idio ES, Brgy. Idio, Municipality of Sebaste, Province of Antique.",Idio ES,6000000,Found in masterlist,Region VI,Antique,Antique Lone,TD,Tax Declaration (TD),4- Highly Accessible,NULL,YES
115310,"Construction of One (1) Unit, 1STY2CL in Bontol ES, Brgy. Bontol, Municipality of Sibalom, Province of Antique.",Bontol ES,6000000,Found in masterlist,Region VI,Antique,Antique Lone,NULL,Tax Declaration (TD),3- Accessible,NULL,YES
125947,"Construction of 1 Unit 2 Classrooms School Building, Masidlakon Elementary School, Dapitan City, Zamboanga del Norte",Masidlakon Elementary School,6000000,Found in masterlist,Region IX,Dapitan City,Zamboanga Del Norte 1st,NULL,Deed of Donation (DOD),4- Highly Accessible,36x10,YES
128322,"Construction of 1 Storey 2 Classroom School Building, San Antonio Elementary School, Laak Davao de Oro",San Antonio ES,6000000,Found in masterlist,Region XI,Davao De Oro,Davao de Oro 2nd,OCT,Original Certificate of Title (OCT),4- Highly Accessible,36.5X13,YES
129288,"Construction of 1 Storey -  2 Classroom School Building in Aguinaldo Elementary School, Barangay , Governor Generoso, Davao Oriental",Aguinaldo Elementary School,6000000,Found in masterlist,Region XI,Davao Oriental,Davao Oriental 2nd,DOD,DOD,4- Highly Accessible,54 x 9.5,YES
501425,"Construction of 1 Storey -  2 Classroom School Building in Oregon Integrated School, Barangay Oregon, Governor Generoso, Davao Oriental",Oregon Integrated School,6000000,Found in masterlist,Region XI,Davao Oriental,Davao Oriental 2nd,NULL,DOD,4- Highly Accessible,54 x 9.5,YES
129767,"Construction of 1 Storey - 2 Classrooms School Building in Pedro Garcia Elementary School, Barangay Biao Cogon, Digos City, Davao del Sur",Pedro S. Garcia ES,6000000,Found in masterlist,Region XI,Digos City,Davao Del Sur Lone,DOD,Deed of Donation (DOD),4- Highly Accessible,30m x 10m,YES
129756,"Construction of 1 Storey - 2 Classrooms School Building in Remedios N. Saplala Elementary School, Barangay Matti, Digos City, Davao del Sur",Remedios N. Saplala ES (Matti ES),6000000,Found in masterlist,Region XI,Digos City,Davao Del Sur Lone,SP,Special Patent (SP),4- Highly Accessible,30m x 10m,YES
128275,"Construction of 1 Storey - 2 Classrooms School Building in San Miguel Elementary School, Barangay San Miguel, Digos City, Davao del Sur",San Miguel ES,6000000,Found in masterlist,Region XI,Davao De Oro,Davao de Oro 1st,OCT,Original Certificate of Title (OCT),4- Highly Accessible,53X12,YES
128867,"Construction of 1 Storey - 2 Classrooms School Building in Aplaya Elementary School, Barangay Aplaya , Digos City, Davao del Sur",Aplaya ES,6000000,Found in masterlist,Region XI,Davao del Sur,Davao Del Sur Lone,NULL,Deed of Donation (DOD),4- Highly Accessible,1-12x22,YES
129769,"Construction of 1 Storey - 2 Classrooms School Building in Isaac Abalayan Elementary School, Barangay San Jose, Digos City, Davao del Sur",Isaac Abalayan ES,6000000,Found in masterlist,Region XI,Digos City,Davao Del Sur Lone,DOD,Deed of Donation (DOD),4- Highly Accessible,24m x 10m,YES
130104," Construction of 1-Storey, 2CL School Buillding in Rodero ES",Rodero ES,6000000,Found in masterlist,Region XII,North Cotabato,North Cotabato 2nd,NULL,Tax Declaration (TD),4- Highly Accessible,30 x 9,YES
130084," Construction of 1-Storey, 2CL School Building in Balawan Elementary School",Balawan Elementary School,6000000,Found in masterlist,Region XII,North Cotabato,North Cotabato 2nd,NULL,Deed of Donation (DOD),4- Highly Accessible,20 x 9,YES
304560,"Construction of 1 Sty-3CL in Polomolok National High School, Brgy. Cannery Site, Polomolok, South Cotabato",Polomolok National High School,6000000,Found in masterlist,Region XII,South Cotabato,South Cotabato 1st,TCT,Transfer Certificate of Title (TCT),4- Highly Accessible,22  X  74,YES
130745,"Construction of 1Sty-3CL in Polomolok Central Elementary School in Brgy. Poblacion, Polomolok, South Cotabato",Polomolok Central Elementary School,6000000,Found in masterlist,Region XII,South Cotabato,South Cotabato 1st,PP,Presidential  Proclamation (PP),4- Highly Accessible,NULL,YES
501846,"Construction of 1 Sty-3CL in Viray-Lising Integrated School, Brgy. Lamang, Polomolok, South Cotabato",Viray-Lising Integrated School,6000000,Found in masterlist,Region XII,South Cotabato,South Cotabato 1st,TCT,Transfer Certificate of Title (TCT),4- Highly Accessible,22  X  74,YES
130747,"Construction of 1 Sty-3CL in Silway 8 Elementary School, Brgy. Silway 8, Polomolok, South Cotabato",Silway 8 Elementary School,6000000,Found in masterlist,Region XII,South Cotabato,South Cotabato 1st,OCT,Original Certificate of Title (OCT),4- Highly Accessible,22  X  74,YES
502205,"Construction of 1 Sty-3CL in Taplan Integrated School, Brgy. Buto, Tampakan, South Cotabato",Taplan Integrated School,6000000,Found in masterlist,Region XII,South Cotabato,South Cotabato 1st,DOD,Deed of Donation (DOD),4- Highly Accessible,22 X 148,YES
130896,"Construction of 1 Sty-3CL in Tupi Central Elementary School, Brgy. Poblacion, Tupi, South Cotabato",Tupi Central Elementary School,6000000,Found in masterlist,Region XII,South Cotabato,South Cotabato 1st,TD,Tax Declaration (TD),4- Highly Accessible,22 X 148,YES
304576,"Construction of 1 Sty-3CL in Cebuano National High School, Brgy. Cebuano, Tupi, South Cotabato",Cebuano National High School,6000000,Found in masterlist,Region XII,South Cotabato,South Cotabato 1st,DOD/DOS,Deed of Donation (DOD),4- Highly Accessible,22  X  74,YES
501664,"Construction of 1 Sty-3CL in Lunen Integrated School, Brgy. Lunen, Tupi, South Cotabato",Lunen Integrated School,6000000,Found in masterlist,Region XII,South Cotabato,South Cotabato 1st,DOD,Deed of Donation (DOD),4- Highly Accessible,NULL,YES
214526,"Construction of 2 Classroom School Building at Adlay Elementary School, Anahao Daan, Tago, Surigao del Sur",Adlay Elementary School,6000000,Found in masterlist,CARAGA,Surigao del Sur,Surigao Del Sur 1st,DOD,Deed of Donation (DOD),4- Highly Accessible,9.50m x 23.0m,YES
302728,"Construction of 1 Storey - 2 Classroom School Building at Caduhaan National High School Aluyan Extension Brgy. Caduhaan, Cadiz City, Negros Occidental",Caduha-an NHS,5900000,Found in masterlist,NIR,Cadiz City,Negros Occidental 2nd,NULL,Original Certificate of Title (OCT),4- Highly Accessible,NULL,YES
103116,"Punit Elementary School, Brgy. Punit, Benito Soliiven, Isabela",Punit Elementary School,5600000,Found in masterlist,Region II,Isabela,Isabela 2nd,NULL,Tax Declaration (TD),4- Highly Accessible,28 x 15,YES
120967,"Calaasan Elementary School, 1STY-2CL",Calaasan Elementary School,5450000,Found in masterlist,Region VIII,Leyte,Leyte 1st,NULL,Deed of Donation (DOD),3- Accessible,20 x 9.5,YES
128385,"Construction of 1 Unit 1STY-2CL at Magcagong ES, Maragusan, Davao de Oro",Magcagong ES,5430000,Found in masterlist,Region XI,Davao De Oro,Davao de Oro 1st,OCT,Original Certificate of Title (OCT),4- Highly Accessible,53X12,YES
103568,"Construction of school building, Lepanto Elementary School - Main",Lepanto Elementary School - Main,5250000,Found in masterlist,Region II,Isabela,Isabela 5th,PP,Transfer Certificate of Title (TCT),4- Highly Accessible,25 X 15,YES
103568,"Construction of school building, Lepanto Elementary School - Talaca Annex",Lepanto Elementary School - Main,5250000,Found in masterlist,Region II,Isabela,Isabela 5th,PP,Transfer Certificate of Title (TCT),4- Highly Accessible,25 X 15,YES
121436,"Construction of 1S2CL School Building, Bantigue Elementary School, Brgy. Bantigue, Isabel, Leyte",Bantigue Elementary School,5250000,Found in masterlist,Region VIII,Leyte,Leyte 4th,SP,Special Patent (SP),3- Accessible,30 x 15,YES
121443,"Construction of 1S2CL School Building, Isabel Central School, Brgy. Sto. Niño, Isabel, Leyte",Isabel Central School,5250000,Found in masterlist,Region VIII,Leyte,Leyte 4th,NULL,Tax Declaration (TD),4- Highly Accessible,25 x 12,YES
121453,"Construction of 1S2CL School Building, Tubod Elementary School, Brgy. Tubod, Isabel, Leyte",Tubod Elementary School,5250000,Found in masterlist,Region VIII,Leyte,Leyte 4th,NULL,Tax Declaration (TD),4- Highly Accessible,30 X 15,YES
135290,"Construction of Classroom, Flora East Central School, Poblacion East, Flora",Flora East CS,5000000,Found in masterlist,CAR,Apayao,Apayao Lone,SP,Special Patent (SP),4- Highly Accessible,44 X 17.5,YES
135336,"Construction of Classroom, Luna Central School, Poblacion, Luna",Luna CS,5000000,Found in masterlist,CAR,Apayao,Apayao Lone,SP,Special Patent (SP),4- Highly Accessible,44 X 17.5,YES
136396,Pinget Elementary School  3STY3CL,Pinget Elementary School,5000000,Found in masterlist,CAR,Baguio City,Baguio City Lone,NULL,Tax Declaration (TD),3- Accessible,37x10,YES
136023,"Construction of One (1) Storey, Two (2) Classrooms School Building at Dalupa Elementary School, Pasil, Kalinga",Dalupa Elementary School,5000000,Found in masterlist,CAR,Kalinga,Kalinga Lone,NULL,Special Patent (SP),3- Accessible,32 x 14,YES
502380,"Construction of One (1) Storey, Two (2) Classrooms School Building at Appas Integrated School, Tabuk City, Kalinga",Appas Integrated School,5000000,Found in masterlist,CAR,Tabuk City,Kalinga Lone,NULL,Transfer Certificate of Title (TCT),4- Highly Accessible,45 x 7,YES
136160,"Construction of One (1) Storey, Two (2) Classrooms School Building at Bantay Elementary School, Tabuk City, Kalinga",Bantay Elementary School,5000000,Found in masterlist,CAR,Tabuk City,Kalinga Lone,TD,Transfer Certificate of Title (TCT),4- Highly Accessible,27 x 7,YES
501971,"Construction of One (1) Storey, Two (2) Classrooms School Building at Lacnog Integrated School, Tabuk City, Kalinga",Lacnog Integrated School,5000000,Found in masterlist,CAR,Tabuk City,Kalinga Lone,NULL,Tax Declaration (TD),4- Highly Accessible,18 x 7,YES
305223,"Construction of One (1) Storey, Two (2) Classrooms School Building at Lubuagan National High School, Lubuagan, Kalinga",Lubuagan National High School,5000000,Found in masterlist,CAR,Kalinga,Kalinga Lone,NULL,Tax Declaration (TD),3- Accessible,2 sets of 32 x 14,YES
103569,"Construction of 1-Storey 2-Classroom School Building in Mangga Elementary School, Manga, Peñablanca, Cagayan",Mangga Elementary School,5000000,Found in masterlist,Region II,Isabela,Isabela 5th,DOD,Transfer Certificate of Title (TCT),4- Highly Accessible,50 X 20,YES
102889,"Construction of 1-Storey 2-Classroom School Building in Nangalisan Elementary School, Nangalisan, Solana, Cagayan",Nangalisan ES,5000000,Found in masterlist,Region II,Cagayan,Cagayan 3rd,SP,Special Patent (SP),4- Highly Accessible,30x30,YES
102432,"Construction of 1-Storey 2-Classroom School Building in Logung Elementary School, Logung, Amulung, Cagayan",Logung ES,5000000,Found in masterlist,Region II,Cagayan,Cagayan 3rd,DOD,Deed of Donation (DOD),4- Highly Accessible,30x30,YES
102879,"Construction of 1-Storey 2-Classroom School Building in Cadaanan Elementary School, Cadaanan, Solana, Cagayan",Cadaanan ES,5000000,Found in masterlist,Region II,Cagayan,Cagayan 3rd,TD,Tax Declaration (TD),4- Highly Accessible,30x30,YES
102886,"Construction of 1-Storey 2-Classroom School Building in Lingu Elementary School, Lingu, Solana, Cagayan",Lingu ES,5000000,Found in masterlist,Region II,Cagayan,Cagayan 3rd,TD,Tax Declaration (TD),4- Highly Accessible,30x30,YES
103655,"Construction of 1 Storey 2 Classroom School Building, Dorganda Elementary School, Brgy. Laoag, San Agustin, Isabela",Dorganda Elementary School,5000000,Found in masterlist,Region II,Isabela,Isabela 4th,TD,Deed of Donation (DOD),4- Highly Accessible,23 x 10,YES
502549,"Construction of 1 Storey 2 Classroom School Building, Mapalad Integrated School, Brgy. Mapalad, San Agustin, Isabela",Mapalad Integrated School,5000000,Found in masterlist,Region II,Isabela,Isabela 4th,TD,Transfer Certificate of Title (TCT),3- Accessible,27 x 13,YES
103044,"New Construction of 1 Storey-2 Classroom School Building in San Isidro Elementary School , Barangay San Isidro Angandanan, Isabela ",San Isidro Elementary School,5000000,Found in masterlist,Region II,Isabela,Isabela 3rd,TD,Original Certificate of Title (OCT),3- Accessible,24 x 10,YES
103169,"New Construction of 1 Storey- 2Classroom School Building in Culing Elementary School, Barangay Culing East Cabatuan Isabela ",Culing Elementary School,5000000,Found in masterlist,Region II,Isabela,Isabela 3rd,NULL,Tax Declaration (TD),3- Accessible,40X15,YES
501851,"Construction of 1STY - 2Classroom School Building in San Manuel Integrated School, Barangay San Manuel, Aglipay, Quirino",San Manuel Integrated School,5000000,Found in masterlist,Region II,Quirino,Quirino Lone,NULL,Special Patent (SP),4- Highly Accessible,22 x 13,YES
501563,"Construction of 1STY - 2Classroom School Building in Upper Gabriela Integrated School, Barangay Gabriela Silang, Diffun, Quirino",Upper Gabriela Integrated School,5000000,Found in masterlist,Region II,Quirino,Quirino Lone,NULL,Tax Declaration (TD),3- Accessible,40 x 13,YES
500112,"Construction of 1STY - 2Classroom School Building in Maddela Integrated School of Arts and Trades, Dumabato Sur, Maddela, Quirino",Maddela Integrated School of Arts & Trades,5000000,Found in masterlist,Region II,Quirino,Quirino Lone,NULL,Special Patent (SP),4- Highly Accessible,31 x 13,YES
501562,"Construction of 1STY - 2Classroom School Building in Salvacion Integrated School, Barangay Salvacion, Saguday, Quirino",Salvacion Integrated School,5000000,Found in masterlist,Region II,Quirino,Quirino Lone,NULL,Transfer Certificate of Title (TCT),4- Highly Accessible,31 x 13,YES
300509,"Construction of 1STY - 2Classroom School Building in Burgos National High School, Barangay Burgos, Cabarroguis, Quirino",Burgos National High School,5000000,Found in masterlist,Region II,Isabela,Isabela 5th,SP,Tax Declaration (TD),4- Highly Accessible,25 X 15,YES
105478,"Construction of 1STY2CL School Building, Bantug na Munti Elementary School, Barangay San Juan, Licab, Nueva Ecija",Bantug Na Munti Elementary School,5000000,Found in masterlist,Region III,Nueva Ecija,Nueva Ecija 1st,NULL,Deed of Donation (DOD),3- Accessible,17 x 21,YES
105383,"Construction of 1-Storey, 2 Classroom School Building, Culong Elementary School, Guimba, Nueva Ecija",Culong Elementary School,5000000,Found in masterlist,Region III,Nueva Ecija,Nueva Ecija 1st,NULL,Deed of Donation (DOD),3- Accessible,22 X 8 M,YES
105382,"Construction of 1-Storey, 2 Classroom School Building, Consuelo Elementary School, Guimba, Nueva Ecija",Consuelo Elementary School,5000000,Found in masterlist,Region III,Nueva Ecija,Nueva Ecija 1st,DOD,Original Certificate of Title (OCT),3- Accessible,23X9,YES
305813,"Construction of 1-Storey, 2-Classroom School Building, Bued-Luna High School, Cuyapo, Nueva Ecija",Bued-Luna High School,5000000,Found in masterlist,Region III,Nueva Ecija,Nueva Ecija 1st,NULL,Tax Declaration (TD),3- Accessible,16x10,YES
105832,"Construction of 1-Storey, 2-Classroom School Building, Talavera South Central School, Talavera, Nueva Ecija",Talavera South Central School,5000000,Found in masterlist,Region III,Nueva Ecija,Nueva Ecija 1st,NULL,Deed of Donation (DOD),4- Highly Accessible,18x24,YES
105393,"Construction of 1-Storey, 2-Classroom School Building, San Andres Elementary School, Barangay San Andres, Guimba, Nueva Ecija",San Andres Elementary School,5000000,Found in masterlist,Region III,Nueva Ecija,Nueva Ecija 1st,TD,Tax Declaration (TD),4- Highly Accessible,10 x 18,YES
107946,"Construction of School Building, Buenavista Central Elementary School, Barangay Poblacion, Municipality of Buenavista, Quezon",Buenavista Elementary School,5000000,Found in masterlist,Region IV-A,General Trias City,Cavite 6th,DOS,Deed of Sale (DOS),4- Highly Accessible,50m x 11m,YES
108932,"Construction of School Building, Magsaysay Elementary School, Barangay Magsaysay, Municipality of Mulanay, Quezon",Magsaysay ES,5000000,Found in masterlist,Region IV-A,Quezon,Quezon 3rd,WITH ADVERSE CLAIMS,Deed of Donation (DOD),3- Accessible,10 x 45,YES
501327,"Construction of School Building, Polo Integrated School, Barangay Tulay Buhangin, Muncipality of Padre Burgos, Quezon",Polo Integrated School,5000000,Found in masterlist,Region IV-A,Quezon,Quezon 3rd,NULL,Transfer Certificate of Title (TCT),3- Accessible,18x7 (3)/            27x7 (2),YES
109119,"Construction of School Building, Casay Elementary School, Barangay Casay, Municipality of San Francisco, Quezon",Casay ES,5000000,Found in masterlist,Region IV-A,Quezon,Quezon 3rd,TCT / OCT,Transfer Certificate of Title (TCT),4- Highly Accessible,5000 sqm,YES
301414,"Construction of School Building, Unisan Integrated High School, Barangay F. de Jesus (POB), Municipality of Unisan, Quezon",Unisan Integrated High School (Formerly Unisan NHS),5000000,Found in masterlist,Region IV-A,Quezon,Quezon 3rd,DOD,Transfer Certificate of Title (TCT),4- Highly Accessible,30x9,YES
108944,"Construction of School Building, Agdangan Central Elementary School, Barangay Poblacion I, Municipality of Agdangan",Agdangan Central Elementary School,5000000,Found in masterlist,Region IV-A,Quezon,Quezon 3rd,DOD,Deed of Donation (DOD),4- Highly Accessible,9x7 SQ.M,YES
109949,"Construction of 1st2cl School Building for Magapua Elementary School, Magapua, Mogpog, Marinduque",Magapua Elementary School,5000000,Found in masterlist,Region IV-B,Marinduque,Marinduque Lone,NULL,Tax Declaration (TD),4- Highly Accessible,30x15,YES
325603,"Construction of 1 Storey - 2 Classroom School Building in Pinapugasan National High School, Barangay Pinapugasan, Escalante City, Negros Occidental",Pinapugasan National High School,5000000,Found in masterlist,NIR,Escalante City,Negros Occidental 1st,NULL,Tax Declaration (TD),3- Accessible,40 X 11,YES
501734,Nueva Esperanza Integrated School,Nueva Esperanza Integrated School,5000000,Found in masterlist,Region VII,Bohol,Bohol 2nd,NULL,Tax Declaration (TD),3- Accessible,22 x 12,YES
312305,Kinan-oan High School,Kinan-oan HS,5000000,Found in masterlist,Region VII,Bohol,Bohol 2nd,NULL,Deed of Donation (DOD),3- Accessible,32 x 12,YES
312316,Cayacay High School,Cayacay High School,5000000,Found in masterlist,Region VII,Bohol,Bohol 3rd,NULL,Deed of Donation (DOD),3- Accessible,32 x 12,YES
302829,Candabong National High School,Candabong National High School,5000000,Found in masterlist,Region VII,Bohol,Bohol 3rd,NULL,Deed of Donation (DOD),3- Accessible,47 x 13,YES
118280,Pagsa Elementary School,Pagsa ES,5000000,Found in masterlist,Region VII,Bohol,Bohol 3rd,NULL,Tax Declaration (TD),3- Accessible,22 x 12,YES
118285,Bangwalog Elementary School,Bangwalog ES,5000000,Found in masterlist,Region VII,Bohol,Bohol 3rd,NULL,Deed of Donation (DOD),3- Accessible,22 x 12,YES
118360,Lombog Elementary School,Lombog ES,5000000,Found in masterlist,Region VII,Bohol,Bohol 3rd,NULL,Deed of Donation (DOD),3- Accessible,22 x 12,YES
500483,Tangkigan Integrated School,Tangkigan Integrated School,5000000,Found in masterlist,Region VII,Bohol,Bohol 3rd,NULL,Tax Declaration (TD),3- Accessible,48 x 14,YES
501583,Estaca Integrated School,Estaca Integrated School,5000000,Found in masterlist,Region VII,Bohol,Bohol 3rd,NULL,Tax Declaration (TD),3- Accessible,22 x 12,YES
312310,Bayawahan National High School,Bayawahan National High School,5000000,Found in masterlist,Region VII,Bohol,Bohol 3rd,NULL,Tax Declaration (TD),3- Accessible,36 x 14,YES
118571,New Construction Cansungay ES,Cansungay ES,5000000,Found in masterlist,Region VII,Bohol,Bohol 3rd,NULL,Deed of Donation (DOD),3- Accessible,42 x 12,YES
121119,"Construction of 1 Unit - 2 Classroom School Building in Jaena Elementary School, Barangay Jaena, Baybay City, Leyte",Jaena Elementary School,5000000,Found in masterlist,Region VIII,Baybay City,Leyte 5th,NULL,Tax Declaration (TD),4- Highly Accessible,171,YES
121146,"Construction of 1 Unit - 2 Classroom School Building in Maybog Elementary School, Barangay Maybog, Baybay City, Leyte",Maybog Elementary School,5000000,Found in masterlist,Region VIII,Baybay City,Leyte 5th,NULL,Deed of Donation (DOD),4- Highly Accessible,171,YES
121124,"Construction of 1 Unit - 2 Classroom School Building in Maypatag Elementary School, Barangay Maypatag, Baybay City, Leyte",Maypatag Elementary School,5000000,Found in masterlist,Region VIII,Baybay City,Leyte 5th,NULL,Tax Declaration (TD),3- Accessible,171,YES
121089,"Construction of 1 Unit - 2 Classroom School Building in Kilim Elementary School, Brgy. Kilim, Baybay City, Leyte",Kilim Elementary School,5000000,Found in masterlist,Region VIII,Baybay City,Leyte 5th,TCT / OCT,Transfer Certificate of Title (TCT),4- Highly Accessible,171,YES
121134,"Construction of 1 Unit - 2 Classroom School Building in Can-ipa Elementary School, Brgy. Can-ipa, Baybay City, Leyte",Can-ipa Elementary School,5000000,Found in masterlist,Region VIII,Baybay City,Leyte 5th,DOD,Deed of Donation (DOD),4- Highly Accessible,171,YES
195514,"Construction of 1 Storey - 2 Classroom School Building in  Majesubajo Elementary School, Brgy.  Tabon, Jose Dalman,    Zamboanga del Norte",MAJESUBAJO ES,5000000,Found in masterlist,Region IX,Zamboanga del Norte,Zamboanga Del Norte 2nd,NULL,Deed of Donation (DOD),3- Accessible,25 x 16,YES
124530,"Construction of 1 Storey - 2 Classroom School Building in Saluyong Elementary School, Brgy. Saluyong, Manukan, Zamboanga del Norte",Saluyong ES,5000000,Found in masterlist,Region IX,Zamboanga del Norte,Zamboanga Del Norte 2nd,NULL,Special Patent (SP),4- Highly Accessible,40 x 18,YES
124774,"Construction of 1 Storey - 2 Classroom School Building in Disud Elementary School, Brgy. Disud, Sindangan, Zamboanga del Norte",Disud ES,5000000,Found in masterlist,Region IX,Zamboanga del Norte,Zamboanga Del Norte 2nd,DOD,Deed of Donation (DOD),4- Highly Accessible,40 x 18,YES
303824,"Construction of 1 Storey - 2 Classroom School Building in Alicia National High School, Barangay Poblacion, Alicia, Zamboanga Sibugay",Alicia National High School,5000000,Found in masterlist,Region IX,Zamboanga Sibugay,Zamboanga Sibugay 1st,SP,Special Patent (SP),4- Highly Accessible,45 x 8.5 & 25 x 8.5,YES
303841,"Construction of 1 Storey - 2 Classroom School Building in Kawayan National High School, Barangay Kawayan, Alicia, Zamboanga Sibugay",Kawayan National High School,5000000,Found in masterlist,Region IX,Zamboanga Sibugay,Zamboanga Sibugay 1st,DOD,Deed of Donation (DOD),4- Highly Accessible,25 x 8.5 and 30 x 8.5,YES
125549,"Construction of 1 Storey - 2 Classroom School Building in Guminta Elementary School, Barangay Guminta, Buug, Zamboanga Sibugay",Guminta Elementary School,5000000,Found in masterlist,Region IX,Zamboanga Sibugay,Zamboanga Sibugay 1st,DOD,Deed of Donation (DOD),4- Highly Accessible,22 x 8.5,YES
125551,"Construction of 1 Storey - 2 Classroom School Building in Lantawan Primary School, Barangay Lantawan, Buug, Zamboanga Sibugay",Lantawan Primary School,5000000,Found in masterlist,Region IX,Zamboanga Sibugay,Zamboanga Sibugay 1st,NULL,Deed of Donation (DOD),3- Accessible,22 x 8.5,YES
303828,"Construction of 1 Storey - 2 Classroom School Building in Diplahan National High School, Barangay Poblacion, Diplahan, Zamboanga Sibugay",Diplahan National High School,5000000,Found in masterlist,Region IX,Zamboanga Sibugay,Zamboanga Sibugay 1st,DOD,Deed of Donation (DOD),4- Highly Accessible,45 x 8.5 & 32 x 8.5 & 25 x 8.5,YES
196503,"Construction of 1 Storey - 2 Classroom School Building in New Guintolan Primary School, Imelda, Zamboanga Sibugay",New Guintolan Primary School,5000000,Found in masterlist,Region IX,Zamboanga Sibugay,Zamboanga Sibugay 1st,TD,Tax Declaration (TD),3- Accessible,22 x 8.5,YES
303846,"Construction of 1 Storey - 2 Classroom School Building in Catituan National High School, Malangas, Zamboanga Sibugay",Catituan National High School,5000000,Found in masterlist,Region IX,Zamboanga Sibugay,Zamboanga Sibugay 1st,SP,Deed of Donation (DOD),4- Highly Accessible,42 x 8.5,YES
502859,"Construction of 1 Storey - 2 Classroom School Building in Balian Elementary School, Olutanga, Zamboanga Sibugay",Balian Integrated School,5000000,Found in masterlist,Region IX,Zamboanga Sibugay,Zamboanga Sibugay 1st,DOD,Deed of Donation (DOD),4- Highly Accessible,22 x 8.5,YES
502860,"Construction of 1 Storey - 2 Classroom School Building in Kima Elementary School, Payao, Zamboanga Sibugay",Kima Integrated School,5000000,Found in masterlist,Region IX,Zamboanga Sibugay,Zamboanga Sibugay 1st,TD,Tax Declaration (TD),4- Highly Accessible,22 x 8.5,YES
